URL,ms_no,page,rv,x,y,w,h,color
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1938,2143,138,195/pct:40/0/default.jpg",023,100,V,1938,2143,138,195,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1920,2343,155,215/pct:40/0/default.jpg",023,100,V,1920,2343,155,215,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1935,2563,118,205/pct:40/0/default.jpg",023,100,V,1935,2563,118,205,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1935,2773,150,200/pct:40/0/default.jpg",023,100,V,1935,2773,150,200,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1920,2978,158,180/pct:40/0/default.jpg",023,100,V,1920,2978,158,180,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1953,4433,133,195/pct:40/0/default.jpg",023,100,V,1953,4433,133,195,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1933,4633,150,193/pct:40/0/default.jpg",023,100,V,1933,4633,150,193,
"https://stacks.stanford.edu/image/iiif/nz663nv2057%2F023_100_V_TC_46/1960,6043,123,205/pct:40/0/default.jpg",023,100,V,1960,6043,123,205,
"https://stacks.stanford.edu/image/iiif/rf352tc5448%2F026_008_V_TC_46/2125,415,853,120/pct:40/0/default.jpg",026,008,V,2125,415,853,120,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_11_R_TC_46/478,4045,1545,145/pct:40/0/default.jpg",028,11,R,478,4045,1545,145,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_11_R_TC_46/433,4195,1590,148/pct:40/0/default.jpg",028,11,R,433,4195,1590,148,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_11_R_TC_46/435,4348,1480,153/pct:40/0/default.jpg",028,11,R,435,4348,1480,153,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_11_R_TC_46/433,4505,1545,163/pct:40/0/default.jpg",028,11,R,433,4505,1545,163,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_11_R_TC_46/433,4673,1460,133/pct:40/0/default.jpg",028,11,R,433,4673,1460,133,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_11_R_TC_46/908,4810,960,155/pct:40/0/default.jpg",028,11,R,908,4810,960,155,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_13_R_TC_46/2315,618,1568,243/pct:40/0/default.jpg",028,13,R,2315,618,1568,243,
"https://stacks.stanford.edu/image/iiif/sm247tk3982%2F028_13_R_TC_46/2315,868,1568,153/pct:40/0/default.jpg",028,13,R,2315,868,1568,153,
